date,tenor,side,rate
2002-01-28,1Y,PRIBID,4.42
2002-01-28,1Y,PRIBOR,4.51
2002-01-28,2M,PRIBID,4.4
2002-01-28,2M,PRIBOR,4.5
2002-01-28,2W,PRIBID,4.45
2002-01-28,2W,PRIBOR,4.54
2002-01-28,3M,PRIBID,4.38
2002-01-28,3M,PRIBOR,4.48
2002-01-28,6M,PRIBID,4.37
2002-01-28,6M,PRIBOR,4.47
2002-01-28,9M,PRIBID,4.39
2002-01-28,9M,PRIBOR,4.49
2002-01-29,1D,PRIBID,4.46
2002-01-29,1D,PRIBOR,4.55
2002-01-29,1M,PRIBID,4.41
2002-01-29,1M,PRIBOR,4.51
2002-01-29,1W,PRIBID,4.43
2002-01-29,1W,PRIBOR,4.53
2002-01-29,1Y,PRIBID,4.41
2002-01-29,1Y,PRIBOR,4.5
2002-01-29,2M,PRIBID,4.39
2002-01-29,2M,PRIBOR,4.49
2002-01-29,2W,PRIBID,4.42
2002-01-29,2W,PRIBOR,4.52
2002-01-29,3M,PRIBID,4.37
2002-01-29,3M,PRIBOR,4.47
2002-01-29,6M,PRIBID,4.36
2002-01-29,6M,PRIBOR,4.46
2002-01-29,9M,PRIBID,4.38
2002-01-29,9M,PRIBOR,4.48
2002-01-30,1D,PRIBID,4.45
2002-01-30,1D,PRIBOR,4.55
2002-01-30,1M,PRIBID,4.37
2002-01-30,1M,PRIBOR,4.46
2002-01-30,1W,PRIBID,4.43
2002-01-30,1W,PRIBOR,4.52
2002-01-30,1Y,PRIBID,4.4
2002-01-30,1Y,PRIBOR,4.5
2002-01-30,2M,PRIBID,4.37
2002-01-30,2M,PRIBOR,4.46
2002-01-30,2W,PRIBID,4.42
2002-01-30,2W,PRIBOR,4.52
2002-01-30,3M,PRIBID,4.36
2002-01-30,3M,PRIBOR,4.46
2002-01-30,6M,PRIBID,4.35
2002-01-30,6M,PRIBOR,4.45
2002-01-30,9M,PRIBID,4.38
2002-01-30,9M,PRIBOR,4.47
2002-01-31,1D,PRIBID,4.46
2002-01-31,1D,PRIBOR,4.56
2002-01-31,1M,PRIBID,4.31
2002-01-31,1M,PRIBOR,4.41
2002-01-31,1W,PRIBID,4.35
2002-01-31,1W,PRIBOR,4.45
2002-01-31,1Y,PRIBID,4.35
2002-01-31,1Y,PRIBOR,4.45
2002-01-31,2M,PRIBID,4.31
2002-01-31,2M,PRIBOR,4.41
2002-01-31,2W,PRIBID,4.34
2002-01-31,2W,PRIBOR,4.44
2002-01-31,3M,PRIBID,4.31
2002-01-31,3M,PRIBOR,4.4
2002-01-31,6M,PRIBID,4.31
2002-01-31,6M,PRIBOR,4.4
2002-01-31,9M,PRIBID,4.33
2002-01-31,9M,PRIBOR,4.42
2002-02-01,1D,PRIBID,4.2
2002-02-01,1D,PRIBOR,4.29
2002-02-01,1M,PRIBID,4.21
2002-02-01,1M,PRIBOR,4.31
2002-02-01,1W,PRIBID,4.22
2002-02-01,1W,PRIBOR,4.31
2002-02-01,1Y,PRIBID,4.27
2002-02-01,1Y,PRIBOR,4.36
2002-02-01,2M,PRIBID,4.21
2002-02-01,2M,PRIBOR,4.3
2002-02-01,2W,PRIBID,4.22
2002-02-01,2W,PRIBOR,4.31
2002-02-01,3M,PRIBID,4.21
2002-02-01,3M,PRIBOR,4.31
2002-02-01,6M,PRIBID,4.25
2002-02-01,6M,PRIBOR,4.34
2002-02-01,9M,PRIBID,4.26
2002-02-01,9M,PRIBOR,4.35
2002-02-04,1D,PRIBID,4.19
2002-02-04,1D,PRIBOR,4.29
2002-02-04,1M,PRIBID,4.21
2002-02-04,1M,PRIBOR,4.3
2002-02-04,1W,PRIBID,4.22
2002-02-04,1W,PRIBOR,4.31
2002-02-04,1Y,PRIBID,4.26
2002-02-04,1Y,PRIBOR,4.36
2002-02-04,2M,PRIBID,4.21
2002-02-04,2M,PRIBOR,4.3
2002-02-04,2W,PRIBID,4.22
2002-02-04,2W,PRIBOR,4.31
2002-02-04,3M,PRIBID,4.21
2002-02-04,3M,PRIBOR,4.3
2002-02-04,6M,PRIBID,4.23
2002-02-04,6M,PRIBOR,4.33
2002-02-04,9M,PRIBID,4.25
2002-02-04,9M,PRIBOR,4.35
2002-02-05,1D,PRIBID,4.18
2002-02-05,1D,PRIBOR,4.27
2002-02-05,1M,PRIBID,4.21
2002-02-05,1M,PRIBOR,4.3
2002-02-05,1W,PRIBID,4.22
2002-02-05,1W,PRIBOR,4.31
2002-02-05,1Y,PRIBID,4.27
2002-02-05,1Y,PRIBOR,4.36
2002-02-05,2M,PRIBID,4.21
2002-02-05,2M,PRIBOR,4.3
2002-02-05,2W,PRIBID,4.21
2002-02-05,2W,PRIBOR,4.31
2002-02-05,3M,PRIBID,4.21
2002-02-05,3M,PRIBOR,4.3
2002-02-05,6M,PRIBID,4.24
2002-02-05,6M,PRIBOR,4.33
2002-02-05,9M,PRIBID,4.25
2002-02-05,9M,PRIBOR,4.34
2002-02-06,1D,PRIBID,4.17
2002-02-06,1D,PRIBOR,4.27
2002-02-06,1M,PRIBID,4.21
2002-02-06,1M,PRIBOR,4.3
2002-02-06,1W,PRIBID,4.22
2002-02-06,1W,PRIBOR,4.31
2002-02-06,1Y,PRIBID,4.26
2002-02-06,1Y,PRIBOR,4.36
2002-02-06,2M,PRIBID,4.21
2002-02-06,2M,PRIBOR,4.3
2002-02-06,2W,PRIBID,4.21
2002-02-06,2W,PRIBOR,4.31
2002-02-06,3M,PRIBID,4.21
2002-02-06,3M,PRIBOR,4.3
2002-02-06,6M,PRIBID,4.24
2002-02-06,6M,PRIBOR,4.33
2002-02-06,9M,PRIBID,4.24
2002-02-06,9M,PRIBOR,4.34
2002-02-07,1D,PRIBID,4.14
2002-02-07,1D,PRIBOR,4.24
2002-02-07,1M,PRIBID,4.21
2002-02-07,1M,PRIBOR,4.3
2002-02-07,1W,PRIBID,4.22
2002-02-07,1W,PRIBOR,4.31
2002-02-07,1Y,PRIBID,4.27
2002-02-07,1Y,PRIBOR,4.37
2002-02-07,2M,PRIBID,4.21
2002-02-07,2M,PRIBOR,4.3
2002-02-07,2W,PRIBID,4.22
2002-02-07,2W,PRIBOR,4.31
2002-02-07,3M,PRIBID,4.22
2002-02-07,3M,PRIBOR,4.31
2002-02-07,6M,PRIBID,4.24
2002-02-07,6M,PRIBOR,4.34
2002-02-07,9M,PRIBID,4.25
2002-02-07,9M,PRIBOR,4.35
2002-02-08,1D,PRIBID,4.17
2002-02-08,1D,PRIBOR,4.26
2002-02-08,1M,PRIBID,4.21
2002-02-08,1M,PRIBOR,4.3
2002-02-08,1W,PRIBID,4.21
2002-02-08,1W,PRIBOR,4.31
2002-02-08,1Y,PRIBID,4.29
2002-02-08,1Y,PRIBOR,4.38
2002-02-08,2M,PRIBID,4.21
2002-02-08,2M,PRIBOR,4.3
2002-02-08,2W,PRIBID,4.21
2002-02-08,2W,PRIBOR,4.3
2002-02-08,3M,PRIBID,4.21
2002-02-08,3M,PRIBOR,4.3
2002-02-08,6M,PRIBID,4.24
2002-02-08,6M,PRIBOR,4.34
2002-02-08,9M,PRIBID,4.27
2002-02-08,9M,PRIBOR,4.36
2002-02-11,1D,PRIBID,4.16
2002-02-11,1D,PRIBOR,4.25
2002-02-11,1M,PRIBID,4.21
2002-02-11,1M,PRIBOR,4.3
2002-02-11,1W,PRIBID,4.21
2002-02-11,1W,PRIBOR,4.31
2002-02-11,1Y,PRIBID,4.3
2002-02-11,1Y,PRIBOR,4.39
2002-02-11,2M,PRIBID,4.21
2002-02-11,2M,PRIBOR,4.3
2002-02-11,2W,PRIBID,4.21
2002-02-11,2W,PRIBOR,4.3
2002-02-11,3M,PRIBID,4.21
2002-02-11,3M,PRIBOR,4.3
2002-02-11,6M,PRIBID,4.24
2002-02-11,6M,PRIBOR,4.34
2002-02-11,9M,PRIBID,4.28
2002-02-11,9M,PRIBOR,4.37
2002-02-12,1D,PRIBID,4.1
2002-02-12,1D,PRIBOR,4.2
2002-02-12,1M,PRIBID,4.21
2002-02-12,1M,PRIBOR,4.3
2002-02-12,1W,PRIBID,4.21
2002-02-12,1W,PRIBOR,4.31
2002-02-12,1Y,PRIBID,4.3
2002-02-12,1Y,PRIBOR,4.39
2002-02-12,2M,PRIBID,4.21
2002-02-12,2M,PRIBOR,4.3
2002-02-12,2W,PRIBID,4.21
2002-02-12,2W,PRIBOR,4.3
2002-02-12,3M,PRIBID,4.21
2002-02-12,3M,PRIBOR,4.31
2002-02-12,6M,PRIBID,4.24
2002-02-12,6M,PRIBOR,4.33
2002-02-12,9M,PRIBID,4.28
2002-02-12,9M,PRIBOR,4.37
2002-02-13,1D,PRIBID,4.13
2002-02-13,1D,PRIBOR,4.22
2002-02-13,1M,PRIBID,4.21
2002-02-13,1M,PRIBOR,4.3
2002-02-13,1W,PRIBID,4.21
2002-02-13,1W,PRIBOR,4.31
2002-02-13,1Y,PRIBID,4.3
2002-02-13,1Y,PRIBOR,4.4
2002-02-13,2M,PRIBID,4.21
2002-02-13,2M,PRIBOR,4.31
2002-02-13,2W,PRIBID,4.21
2002-02-13,2W,PRIBOR,4.31
2002-02-13,3M,PRIBID,4.21
2002-02-13,3M,PRIBOR,4.31
2002-02-13,6M,PRIBID,4.24
2002-02-13,6M,PRIBOR,4.34
2002-02-13,9M,PRIBID,4.28
2002-02-13,9M,PRIBOR,4.38
2002-02-14,1D,PRIBID,4.06
2002-02-14,1D,PRIBOR,4.16
2002-02-14,1M,PRIBID,4.21
2002-02-14,1M,PRIBOR,4.3
2002-02-14,1W,PRIBID,4.21
2002-02-14,1W,PRIBOR,4.3
2002-02-14,1Y,PRIBID,4.33
2002-02-14,1Y,PRIBOR,4.42
2002-02-14,2M,PRIBID,4.21
2002-02-14,2M,PRIBOR,4.3
2002-02-14,2W,PRIBID,4.21
2002-02-14,2W,PRIBOR,4.3
2002-02-14,3M,PRIBID,4.21
2002-02-14,3M,PRIBOR,4.31
2002-02-14,6M,PRIBID,4.26
2002-02-14,6M,PRIBOR,4.36
2002-02-14,9M,PRIBID,4.29
2002-02-14,9M,PRIBOR,4.39
2002-02-15,1D,PRIBID,4.1
2002-02-15,1D,PRIBOR,4.2
2002-02-15,1M,PRIBID,4.21
2002-02-15,1M,PRIBOR,4.3
2002-02-15,1W,PRIBID,4.21
2002-02-15,1W,PRIBOR,4.3
2002-02-15,1Y,PRIBID,4.31
2002-02-15,1Y,PRIBOR,4.41
2002-02-15,2M,PRIBID,4.21
2002-02-15,2M,PRIBOR,4.3
2002-02-15,2W,PRIBID,4.21
2002-02-15,2W,PRIBOR,4.3
2002-02-15,3M,PRIBID,4.21
2002-02-15,3M,PRIBOR,4.31
2002-02-15,6M,PRIBID,4.25
2002-02-15,6M,PRIBOR,4.35
2002-02-15,9M,PRIBID,4.29
2002-02-15,9M,PRIBOR,4.38
2002-02-18,1D,PRIBID,4.1
2002-02-18,1D,PRIBOR,4.2
2002-02-18,1M,PRIBID,4.21
2002-02-18,1M,PRIBOR,4.3
2002-02-18,1W,PRIBID,4.21
2002-02-18,1W,PRIBOR,4.3
2002-02-18,1Y,PRIBID,4.25
2002-02-18,1Y,PRIBOR,4.35
2002-02-18,2M,PRIBID,4.2
2002-02-18,2M,PRIBOR,4.3
2002-02-18,2W,PRIBID,4.21
2002-02-18,2W,PRIBOR,4.3
2002-02-18,3M,PRIBID,4.2
2002-02-18,3M,PRIBOR,4.29
2002-02-18,6M,PRIBID,4.21
2002-02-18,6M,PRIBOR,4.31
2002-02-18,9M,PRIBID,4.23
2002-02-18,9M,PRIBOR,4.33
2002-02-19,1D,PRIBID,4.15
2002-02-19,1D,PRIBOR,4.25
2002-02-19,1M,PRIBID,4.2
2002-02-19,1M,PRIBOR,4.29
2002-02-19,1W,PRIBID,4.21
2002-02-19,1W,PRIBOR,4.3
2002-02-19,1Y,PRIBID,4.25
2002-02-19,1Y,PRIBOR,4.35
2002-02-19,2M,PRIBID,4.2
2002-02-19,2M,PRIBOR,4.29
2002-02-19,2W,PRIBID,4.2
2002-02-19,2W,PRIBOR,4.3
2002-02-19,3M,PRIBID,4.19
2002-02-19,3M,PRIBOR,4.29
2002-02-19,6M,PRIBID,4.2
2002-02-19,6M,PRIBOR,4.3
2002-02-19,9M,PRIBID,4.23
2002-02-19,9M,PRIBOR,4.33
2002-02-20,1D,PRIBID,4.16
2002-02-20,1D,PRIBOR,4.25
2002-02-20,1M,PRIBID,4.2
2002-02-20,1M,PRIBOR,4.29
2002-02-20,1W,PRIBID,4.21
2002-02-20,1W,PRIBOR,4.3
2002-02-20,1Y,PRIBID,4.27
2002-02-20,1Y,PRIBOR,4.37
2002-02-20,2M,PRIBID,4.2
2002-02-20,2M,PRIBOR,4.29
2002-02-20,2W,PRIBID,4.21
2002-02-20,2W,PRIBOR,4.3
2002-02-20,3M,PRIBID,4.19
2002-02-20,3M,PRIBOR,4.29
2002-02-20,6M,PRIBID,4.21
2002-02-20,6M,PRIBOR,4.3
2002-02-20,9M,PRIBID,4.23
2002-02-20,9M,PRIBOR,4.33
2002-02-21,1D,PRIBID,4.16
2002-02-21,1D,PRIBOR,4.25
2002-02-21,1M,PRIBID,4.2
2002-02-21,1M,PRIBOR,4.29
2002-02-21,1W,PRIBID,4.2
2002-02-21,1W,PRIBOR,4.3
2002-02-21,1Y,PRIBID,4.28
2002-02-21,1Y,PRIBOR,4.37
2002-02-21,2M,PRIBID,4.2
2002-02-21,2M,PRIBOR,4.29
2002-02-21,2W,PRIBID,4.21
2002-02-21,2W,PRIBOR,4.29
2002-02-21,3M,PRIBID,4.21
2002-02-21,3M,PRIBOR,4.3
2002-02-21,6M,PRIBID,4.21
2002-02-21,6M,PRIBOR,4.3
2002-02-21,9M,PRIBID,4.24
2002-02-21,9M,PRIBOR,4.33
2002-02-22,1D,PRIBID,4.18
2002-02-22,1D,PRIBOR,4.28
2002-02-22,1M,PRIBID,4.2
2002-02-22,1M,PRIBOR,4.29
2002-02-22,1W,PRIBID,4.21
2002-02-22,1W,PRIBOR,4.3
2002-02-22,1Y,PRIBID,4.28
2002-02-22,1Y,PRIBOR,4.38
2002-02-22,2M,PRIBID,4.2
2002-02-22,2M,PRIBOR,4.29
2002-02-22,2W,PRIBID,4.2
2002-02-22,2W,PRIBOR,4.29
2002-02-22,3M,PRIBID,4.2
2002-02-22,3M,PRIBOR,4.29
2002-02-22,6M,PRIBID,4.22
2002-02-22,6M,PRIBOR,4.31
2002-02-22,9M,PRIBID,4.24
2002-02-22,9M,PRIBOR,4.33
2002-02-25,1D,PRIBID,4.19
2002-02-25,1D,PRIBOR,4.28
2002-02-25,1M,PRIBID,4.2
2002-02-25,1M,PRIBOR,4.29
2002-02-25,1W,PRIBID,4.21
2002-02-25,1W,PRIBOR,4.3
2002-02-25,1Y,PRIBID,4.29
2002-02-25,1Y,PRIBOR,4.39
2002-02-25,2M,PRIBID,4.2
2002-02-25,2M,PRIBOR,4.29
2002-02-25,2W,PRIBID,4.21
2002-02-25,2W,PRIBOR,4.3
2002-02-25,3M,PRIBID,4.2
2002-02-25,3M,PRIBOR,4.3
2002-02-25,6M,PRIBID,4.22
2002-02-25,6M,PRIBOR,4.32
2002-02-25,9M,PRIBID,4.25
2002-02-25,9M,PRIBOR,4.34
2002-02-26,1D,PRIBID,4.17
2002-02-26,1D,PRIBOR,4.27
2002-02-26,1M,PRIBID,4.2
2002-02-26,1M,PRIBOR,4.29
2002-02-26,1W,PRIBID,4.21
2002-02-26,1W,PRIBOR,4.3
2002-02-26,1Y,PRIBID,4.29
2002-02-26,1Y,PRIBOR,4.39
2002-02-26,2M,PRIBID,4.2
2002-02-26,2M,PRIBOR,4.29
2002-02-26,2W,PRIBID,4.2
2002-02-26,2W,PRIBOR,4.29
2002-02-26,3M,PRIBID,4.21
2002-02-26,3M,PRIBOR,4.31
2002-02-26,6M,PRIBID,4.22
2002-02-26,6M,PRIBOR,4.32
2002-02-26,9M,PRIBID,4.25
2002-02-26,9M,PRIBOR,4.34
2002-02-27,1D,PRIBID,4.17
2002-02-27,1D,PRIBOR,4.26
2002-02-27,1M,PRIBID,4.2
2002-02-27,1M,PRIBOR,4.29
2002-02-27,1W,PRIBID,4.2
2002-02-27,1W,PRIBOR,4.29
2002-02-27,1Y,PRIBID,4.29
2002-02-27,1Y,PRIBOR,4.39
2002-02-27,2M,PRIBID,4.2
2002-02-27,2M,PRIBOR,4.29
2002-02-27,2W,PRIBID,4.2
2002-02-27,2W,PRIBOR,4.29
2002-02-27,3M,PRIBID,4.2
2002-02-27,3M,PRIBOR,4.3
2002-02-27,6M,PRIBID,4.22
2002-02-27,6M,PRIBOR,4.31
2002-02-27,9M,PRIBID,4.25
2002-02-27,9M,PRIBOR,4.34
2002-02-28,1D,PRIBID,4.18
2002-02-28,1D,PRIBOR,4.27
2002-02-28,1M,PRIBID,4.2
2002-02-28,1M,PRIBOR,4.29
2002-02-28,1W,PRIBID,4.2
2002-02-28,1W,PRIBOR,4.29
2002-02-28,1Y,PRIBID,4.29
2002-02-28,1Y,PRIBOR,4.38
2002-02-28,2M,PRIBID,4.2
2002-02-28,2M,PRIBOR,4.29
2002-02-28,2W,PRIBID,4.2
2002-02-28,2W,PRIBOR,4.29
2002-02-28,3M,PRIBID,4.21
2002-02-28,3M,PRIBOR,4.3
2002-02-28,6M,PRIBID,4.22
2002-02-28,6M,PRIBOR,4.31
2002-02-28,9M,PRIBID,4.24
2002-02-28,9M,PRIBOR,4.33
2002-03-01,1D,PRIBID,4.18
2002-03-01,1D,PRIBOR,4.26
2002-03-01,1M,PRIBID,4.19
2002-03-01,1M,PRIBOR,4.29
2002-03-01,1W,PRIBID,4.2
2002-03-01,1W,PRIBOR,4.29
2002-03-01,1Y,PRIBID,4.29
2002-03-01,1Y,PRIBOR,4.38
2002-03-01,2M,PRIBID,4.2
2002-03-01,2M,PRIBOR,4.29
2002-03-01,2W,PRIBID,4.2
2002-03-01,2W,PRIBOR,4.29
2002-03-01,3M,PRIBID,4.2
2002-03-01,3M,PRIBOR,4.3
2002-03-01,6M,PRIBID,4.22
2002-03-01,6M,PRIBOR,4.31
2002-03-01,9M,PRIBID,4.24
2002-03-01,9M,PRIBOR,4.33
2002-03-04,1D,PRIBID,4.18
2002-03-04,1D,PRIBOR,4.27
2002-03-04,1M,PRIBID,4.2
2002-03-04,1M,PRIBOR,4.29
2002-03-04,1W,PRIBID,4.2
2002-03-04,1W,PRIBOR,4.29
2002-03-04,1Y,PRIBID,4.3
2002-03-04,1Y,PRIBOR,4.39
2002-03-04,2M,PRIBID,4.2
2002-03-04,2M,PRIBOR,4.29
2002-03-04,2W,PRIBID,4.2
2002-03-04,2W,PRIBOR,4.29
2002-03-04,3M,PRIBID,4.21
2002-03-04,3M,PRIBOR,4.29
2002-03-04,6M,PRIBID,4.22
2002-03-04,6M,PRIBOR,4.31
2002-03-04,9M,PRIBID,4.25
2002-03-04,9M,PRIBOR,4.34
2002-03-05,1D,PRIBID,4.17
2002-03-05,1D,PRIBOR,4.26
2002-03-05,1M,PRIBID,4.2
2002-03-05,1M,PRIBOR,4.29
2002-03-05,1W,PRIBID,4.2
2002-03-05,1W,PRIBOR,4.29
2002-03-05,1Y,PRIBID,4.3
2002-03-05,1Y,PRIBOR,4.39
2002-03-05,2M,PRIBID,4.2
2002-03-05,2M,PRIBOR,4.29
2002-03-05,2W,PRIBID,4.2
2002-03-05,2W,PRIBOR,4.29
2002-03-05,3M,PRIBID,4.2
2002-03-05,3M,PRIBOR,4.3
2002-03-05,6M,PRIBID,4.22
2002-03-05,6M,PRIBOR,4.31
2002-03-05,9M,PRIBID,4.25
2002-03-05,9M,PRIBOR,4.34
2002-03-06,1D,PRIBID,4.17
2002-03-06,1D,PRIBOR,4.25
2002-03-06,1M,PRIBID,4.2
2002-03-06,1M,PRIBOR,4.29
2002-03-06,1W,PRIBID,4.2
2002-03-06,1W,PRIBOR,4.29
2002-03-06,1Y,PRIBID,4.3
2002-03-06,1Y,PRIBOR,4.39
2002-03-06,2M,PRIBID,4.2
2002-03-06,2M,PRIBOR,4.29
2002-03-06,2W,PRIBID,4.2
2002-03-06,2W,PRIBOR,4.29
2002-03-06,3M,PRIBID,4.2
2002-03-06,3M,PRIBOR,4.3
2002-03-06,6M,PRIBID,4.22
2002-03-06,6M,PRIBOR,4.31
2002-03-06,9M,PRIBID,4.25
2002-03-06,9M,PRIBOR,4.35
2002-03-07,1D,PRIBID,4.17
2002-03-07,1D,PRIBOR,4.25
2002-03-07,1M,PRIBID,4.2
2002-03-07,1M,PRIBOR,4.29
2002-03-07,1W,PRIBID,4.2
2002-03-07,1W,PRIBOR,4.29
2002-03-07,1Y,PRIBID,4.33
2002-03-07,1Y,PRIBOR,4.42
2002-03-07,2M,PRIBID,4.2
2002-03-07,2M,PRIBOR,4.29
2002-03-07,2W,PRIBID,4.2
2002-03-07,2W,PRIBOR,4.29
2002-03-07,3M,PRIBID,4.21
2002-03-07,3M,PRIBOR,4.3
2002-03-07,6M,PRIBID,4.23
2002-03-07,6M,PRIBOR,4.32
2002-03-07,9M,PRIBID,4.27
2002-03-07,9M,PRIBOR,4.36
2002-03-08,1D,PRIBID,4.18
2002-03-08,1D,PRIBOR,4.26
2002-03-08,1M,PRIBID,4.2
2002-03-08,1M,PRIBOR,4.29
2002-03-08,1W,PRIBID,4.19
2002-03-08,1W,PRIBOR,4.29
2002-03-08,1Y,PRIBID,4.36
2002-03-08,1Y,PRIBOR,4.45
2002-03-08,2M,PRIBID,4.2
2002-03-08,2M,PRIBOR,4.29
2002-03-08,2W,PRIBID,4.2
2002-03-08,2W,PRIBOR,4.29
2002-03-08,3M,PRIBID,4.21
2002-03-08,3M,PRIBOR,4.3
2002-03-08,6M,PRIBID,4.24
2002-03-08,6M,PRIBOR,4.33
2002-03-08,9M,PRIBID,4.28
2002-03-08,9M,PRIBOR,4.37
2002-03-11,1D,PRIBID,4.16
2002-03-11,1D,PRIBOR,4.25
2002-03-11,1M,PRIBID,4.2
2002-03-11,1M,PRIBOR,4.29
2002-03-11,1W,PRIBID,4.2
2002-03-11,1W,PRIBOR,4.29
2002-03-11,1Y,PRIBID,4.37
2002-03-11,1Y,PRIBOR,4.46
2002-03-11,2M,PRIBID,4.2
2002-03-11,2M,PRIBOR,4.29
2002-03-11,2W,PRIBID,4.2
2002-03-11,2W,PRIBOR,4.29
2002-03-11,3M,PRIBID,4.2
2002-03-11,3M,PRIBOR,4.29
2002-03-11,6M,PRIBID,4.24
2002-03-11,6M,PRIBOR,4.33
2002-03-11,9M,PRIBID,4.29
2002-03-11,9M,PRIBOR,4.39
2002-03-12,1D,PRIBID,4.16
2002-03-12,1D,PRIBOR,4.25
2002-03-12,1M,PRIBID,4.2
2002-03-12,1M,PRIBOR,4.29
2002-03-12,1W,PRIBID,4.2
2002-03-12,1W,PRIBOR,4.29
2002-03-12,1Y,PRIBID,4.38
2002-03-12,1Y,PRIBOR,4.47
2002-03-12,2M,PRIBID,4.2
2002-03-12,2M,PRIBOR,4.29
2002-03-12,2W,PRIBID,4.19
2002-03-12,2W,PRIBOR,4.29
2002-03-12,3M,PRIBID,4.21
2002-03-12,3M,PRIBOR,4.3
2002-03-12,6M,PRIBID,4.24
2002-03-12,6M,PRIBOR,4.34
2002-03-12,9M,PRIBID,4.3
2002-03-12,9M,PRIBOR,4.4
2002-03-13,1D,PRIBID,4.17
2002-03-13,1D,PRIBOR,4.25
2002-03-13,1M,PRIBID,4.2
2002-03-13,1M,PRIBOR,4.29
2002-03-13,1W,PRIBID,4.2
2002-03-13,1W,PRIBOR,4.29
2002-03-13,1Y,PRIBID,4.41
2002-03-13,1Y,PRIBOR,4.51
2002-03-13,2M,PRIBID,4.2
2002-03-13,2M,PRIBOR,4.29
2002-03-13,2W,PRIBID,4.19
2002-03-13,2W,PRIBOR,4.29
2002-03-13,3M,PRIBID,4.21
2002-03-13,3M,PRIBOR,4.3
2002-03-13,6M,PRIBID,4.25
2002-03-13,6M,PRIBOR,4.34
2002-03-13,9M,PRIBID,4.32
2002-03-13,9M,PRIBOR,4.41
2002-03-14,1D,PRIBID,4.16
2002-03-14,1D,PRIBOR,4.25
2002-03-14,1M,PRIBID,4.2
2002-03-14,1M,PRIBOR,4.29
2002-03-14,1W,PRIBID,4.2
2002-03-14,1W,PRIBOR,4.29
2002-03-14,1Y,PRIBID,4.42
2002-03-14,1Y,PRIBOR,4.52
2002-03-14,2M,PRIBID,4.2
2002-03-14,2M,PRIBOR,4.29
2002-03-14,2W,PRIBID,4.2
2002-03-14,2W,PRIBOR,4.29
2002-03-14,3M,PRIBID,4.21
2002-03-14,3M,PRIBOR,4.3
2002-03-14,6M,PRIBID,4.25
2002-03-14,6M,PRIBOR,4.35
2002-03-14,9M,PRIBID,4.33
2002-03-14,9M,PRIBOR,4.42
2002-03-15,1D,PRIBID,4.17
2002-03-15,1D,PRIBOR,4.26
2002-03-15,1M,PRIBID,4.19
2002-03-15,1M,PRIBOR,4.29
2002-03-15,1W,PRIBID,4.2
2002-03-15,1W,PRIBOR,4.29
2002-03-15,1Y,PRIBID,4.43
2002-03-15,1Y,PRIBOR,4.53
2002-03-15,2M,PRIBID,4.2
2002-03-15,2M,PRIBOR,4.29
2002-03-15,2W,PRIBID,4.2
2002-03-15,2W,PRIBOR,4.29
2002-03-15,3M,PRIBID,4.21
2002-03-15,3M,PRIBOR,4.3
2002-03-15,6M,PRIBID,4.25
2002-03-15,6M,PRIBOR,4.35
2002-03-15,9M,PRIBID,4.33
2002-03-15,9M,PRIBOR,4.42
2002-03-18,1D,PRIBID,4.17
2002-03-18,1D,PRIBOR,4.26
2002-03-18,1M,PRIBID,4.19
2002-03-18,1M,PRIBOR,4.29
2002-03-18,1W,PRIBID,4.2
2002-03-18,1W,PRIBOR,4.29
2002-03-18,1Y,PRIBID,4.46
2002-03-18,1Y,PRIBOR,4.55
2002-03-18,2M,PRIBID,4.2
2002-03-18,2M,PRIBOR,4.29
2002-03-18,2W,PRIBID,4.2
2002-03-18,2W,PRIBOR,4.29
2002-03-18,3M,PRIBID,4.21
2002-03-18,3M,PRIBOR,4.3
2002-03-18,6M,PRIBID,4.26
2002-03-18,6M,PRIBOR,4.35
2002-03-18,9M,PRIBID,4.34
2002-03-18,9M,PRIBOR,4.43
2002-03-19,1D,PRIBID,4.16
2002-03-19,1D,PRIBOR,4.25
2002-03-19,1M,PRIBID,4.19
2002-03-19,1M,PRIBOR,4.29
2002-03-19,1W,PRIBID,4.2
2002-03-19,1W,PRIBOR,4.29
2002-03-19,1Y,PRIBID,4.45
2002-03-19,1Y,PRIBOR,4.55
2002-03-19,2M,PRIBID,4.2
2002-03-19,2M,PRIBOR,4.29
2002-03-19,2W,PRIBID,4.2
2002-03-19,2W,PRIBOR,4.29
2002-03-19,3M,PRIBID,4.21
2002-03-19,3M,PRIBOR,4.3
2002-03-19,6M,PRIBID,4.26
2002-03-19,6M,PRIBOR,4.35
2002-03-19,9M,PRIBID,4.34
2002-03-19,9M,PRIBOR,4.43
2002-03-20,1D,PRIBID,4.16
2002-03-20,1D,PRIBOR,4.25
2002-03-20,1M,PRIBID,4.19
2002-03-20,1M,PRIBOR,4.29
2002-03-20,1W,PRIBID,4.2
2002-03-20,1W,PRIBOR,4.29
2002-03-20,1Y,PRIBID,4.45
2002-03-20,1Y,PRIBOR,4.54
2002-03-20,2M,PRIBID,4.2
2002-03-20,2M,PRIBOR,4.29
2002-03-20,2W,PRIBID,4.2
2002-03-20,2W,PRIBOR,4.29
2002-03-20,3M,PRIBID,4.21
2002-03-20,3M,PRIBOR,4.3
2002-03-20,6M,PRIBID,4.25
2002-03-20,6M,PRIBOR,4.35
2002-03-20,9M,PRIBID,4.34
2002-03-20,9M,PRIBOR,4.43
